Arrival_Date,State,District,Market,Commodity,Modal_Price
2023-09-23,Karnataka,Bellary,Bellary,Maize,2132
2023-09-25,Karnataka,Bellary,Bellary,Maize,2170
2023-09-26,Karnataka,Bellary,Bellary,Maize,2153
2023-09-27,Karnataka,Bellary,Bellary,Maize,2115
2023-09-29,Karnataka,Bellary,Bellary,Maize,2215
2023-09-30,Karnataka,Bellary,Bellary,Maize,2072
2024-05-23,Karnataka,Bellary,Bellary,Maize,2322
2024-05-24,Karnataka,Bellary,Bellary,Maize,2349
2024-05-27,Karnataka,Bellary,Bellary,Maize,2446
2024-05-29,Karnataka,Bellary,Bellary,Maize,2434
2024-05-30,Karnataka,Bellary,Bellary,Maize,2360
2024-05-31,Karnataka,Bellary,Bellary,Maize,2522
2024-06-03,Karnataka,Bellary,Bellary,Maize,2509
2024-06-07,Karnataka,Bellary,Bellary,Maize,2439
2024-06-10,Karnataka,Bellary,Bellary,Maize,2525
2024-06-12,Karnataka,Bellary,Bellary,Maize,2445
2024-06-14,Karnataka,Bellary,Bellary,Maize,2495
2024-06-18,Karnataka,Bellary,Bellary,Maize,2474
2024-06-19,Karnataka,Bellary,Bellary,Maize,2174
2024-06-20,Karnataka,Bellary,Bellary,Maize,2538
2024-06-24,Karnataka,Bellary,Bellary,Maize,2473
2024-06-25,Karnataka,Bellary,Bellary,Maize,2560
2024-06-26,Karnataka,Bellary,Bellary,Maize,2506
2024-06-27,Karnataka,Bellary,Bellary,Maize,2560
2024-07-08,Karnataka,Bellary,Bellary,Maize,2326
2024-07-10,Karnataka,Bellary,Bellary,Maize,2925
2024-07-19,Karnataka,Bellary,Bellary,Maize,2811
2024-07-25,Karnataka,Bellary,Bellary,Maize,2710
2024-07-29,Karnataka,Bellary,Bellary,Maize,2966
2024-08-06,Karnataka,Bellary,Bellary,Maize,2579
2024-08-07,Karnataka,Bellary,Bellary,Maize,2039
2024-08-08,Karnataka,Bellary,Bellary,Maize,2629
2024-08-09,Karnataka,Bellary,Bellary,Maize,2568
2024-08-13,Karnataka,Bellary,Bellary,Maize,2638
2024-08-14,Karnataka,Bellary,Bellary,Maize,2655
2024-08-19,Karnataka,Bellary,Bellary,Maize,2612
2024-08-20,Karnataka,Bellary,Bellary,Maize,2349
2024-08-23,Karnataka,Bellary,Bellary,Maize,2750
2024-08-27,Karnataka,Bellary,Bellary,Maize,2998
2024-08-29,Karnataka,Bellary,Bellary,Maize,2846
2024-08-31,Karnataka,Bellary,Bellary,Maize,2829
2024-09-04,Karnataka,Bellary,Bellary,Maize,2633
2024-09-05,Karnataka,Bellary,Bellary,Maize,2982
2024-09-09,Karnataka,Bellary,Bellary,Maize,2886
2024-09-10,Karnataka,Bellary,Bellary,Maize,2553
2024-09-11,Karnataka,Bellary,Bellary,Maize,2847
2024-09-12,Karnataka,Bellary,Bellary,Maize,2465
2024-09-13,Karnataka,Bellary,Bellary,Maize,2813
2024-09-16,Karnataka,Bellary,Bellary,Maize,2494
2024-09-17,Karnataka,Bellary,Bellary,Maize,2493
2024-09-18,Karnataka,Bellary,Bellary,Maize,2378
2024-09-19,Karnataka,Bellary,Bellary,Maize,2458
2024-09-20,Karnataka,Bellary,Bellary,Maize,2464
2024-09-21,Karnataka,Bellary,Bellary,Maize,2427
2024-09-23,Karnataka,Bellary,Bellary,Maize,2349
2024-09-23,Karnataka,Bellary,Bellary,Maize,4044
2024-09-24,Karnataka,Bellary,Bellary,Maize,2174
2024-09-25,Karnataka,Bellary,Bellary,Maize,2266
2024-09-25,Karnataka,Bellary,Bellary,Maize,2222
2024-09-26,Karnataka,Bellary,Bellary,Maize,2118
2024-09-27,Karnataka,Bellary,Bellary,Maize,2158
2024-09-30,Karnataka,Bellary,Bellary,Maize,2301
2025-02-17,Karnataka,Bellary,Bellary,Maize,2410
2025-02-18,Karnataka,Bellary,Bellary,Maize,2360
2025-02-21,Karnataka,Bellary,Bellary,Maize,2324
2025-02-24,Karnataka,Bellary,Bellary,Maize,2838
2025-02-27,Karnataka,Bellary,Bellary,Maize,2305
2024-05-29,Karnataka,Hassan,Belur,Maize,2375
2024-06-03,Karnataka,Hassan,Belur,Maize,2375
2024-05-30,Karnataka,Shimoga,Bhadravathi,Maize,2508
2024-06-19,Karnataka,Shimoga,Bhadravathi,Maize,2000
2024-08-23,Karnataka,Shimoga,Bhadravathi,Maize,3000
2024-09-23,Karnataka,Shimoga,Bhadravathi,Maize,2574
2025-02-15,Karnataka,Shimoga,Bhadravathi,Maize,2525
2025-02-17,Karnataka,Shimoga,Bhadravathi,Maize,2558
2025-02-18,Karnataka,Shimoga,Bhadravathi,Maize,2450
2025-02-20,Karnataka,Shimoga,Bhadravathi,Maize,2193
2025-02-24,Karnataka,Shimoga,Bhadravathi,Maize,2450
2023-06-21,Karnataka,Bidar,Bidar,Maize,4000
2025-02-17,Karnataka,Bidar,Bidar,Maize,3100
2025-02-18,Karnataka,Bidar,Bidar,Maize,3100
2025-02-20,Karnataka,Bidar,Bidar,Maize,3100
2025-02-21,Karnataka,Bidar,Bidar,Maize,3100
2025-02-22,Karnataka,Bidar,Bidar,Maize,3100
2025-02-24,Karnataka,Bidar,Bidar,Maize,3100
2025-02-25,Karnataka,Bidar,Bidar,Maize,3100
2023-06-01,Karnataka,Bijapur,Bijapur,Maize,1900
2023-06-12,Karnataka,Bijapur,Bijapur,Maize,1900
2023-06-14,Karnataka,Bijapur,Bijapur,Maize,1913
2023-06-16,Karnataka,Bijapur,Bijapur,Maize,1963
2023-06-19,Karnataka,Bijapur,Bijapur,Maize,2075
2024-05-29,Karnataka,Bijapur,Bijapur,Maize,2400
2024-06-26,Karnataka,Bijapur,Bijapur,Maize,2325
2024-07-29,Karnataka,Bijapur,Bijapur,Maize,2900
2024-09-05,Karnataka,Bijapur,Bijapur,Maize,2725
2024-09-24,Karnataka,Bijapur,Bijapur,Maize,2600
2025-02-15,Karnataka,Bijapur,Bijapur,Maize,2200
2025-02-17,Karnataka,Bijapur,Bijapur,Maize,2200
2025-02-18,Karnataka,Bijapur,Bijapur,Maize,2350
2025-02-19,Karnataka,Bijapur,Bijapur,Maize,2300
2025-02-20,Karnataka,Bijapur,Bijapur,Maize,2300
2025-02-21,Karnataka,Bijapur,Bijapur,Maize,2350
2025-02-27,Karnataka,Bijapur,Bijapur,Maize,2275
2025-03-01,Karnataka,Bijapur,Bijapur,Maize,2350
2025-02-24,Karnataka,Haveri,Byadagi,Maize,2540
2025-02-28,Karnataka,Haveri,Byadagi,Maize,2260
2023-05-26,Karnataka,Chitradurga,Challakere,Maize,1890
2023-05-30,Karnataka,Chitradurga,Challakere,Maize,1898
2023-06-09,Karnataka,Chitradurga,Challakere,Maize,1891
2023-06-13,Karnataka,Chitradurga,Challakere,Maize,1914
2023-06-16,Karnataka,Chitradurga,Challakere,Maize,1964
2023-06-23,Karnataka,Chitradurga,Challakere,Maize,2108
2023-06-30,Karnataka,Chitradurga,Challakere,Maize,2158
2023-07-04,Karnataka,Chitradurga,Challakere,Maize,2175
2023-07-07,Karnataka,Chitradurga,Challakere,Maize,2211
2023-07-11,Karnataka,Chitradurga,Challakere,Maize,2240
2023-07-14,Karnataka,Chitradurga,Challakere,Maize,2278
2023-07-21,Karnataka,Chitradurga,Challakere,Maize,2238
2023-07-25,Karnataka,Chitradurga,Challakere,Maize,2225
2023-07-28,Karnataka,Chitradurga,Challakere,Maize,2273
2023-08-01,Karnataka,Chitradurga,Challakere,Maize,2236
2023-08-04,Karnataka,Chitradurga,Challakere,Maize,2261
2023-08-08,Karnataka,Chitradurga,Challakere,Maize,2241
2023-08-11,Karnataka,Chitradurga,Challakere,Maize,2236
2023-08-18,Karnataka,Chitradurga,Challakere,Maize,2220
2023-08-25,Karnataka,Chitradurga,Challakere,Maize,2240
2023-08-29,Karnataka,Chitradurga,Challakere,Maize,2220
2023-09-01,Karnataka,Chitradurga,Challakere,Maize,2279
2023-09-05,Karnataka,Chitradurga,Challakere,Maize,2276
2023-09-08,Karnataka,Chitradurga,Challakere,Maize,2341
2023-09-12,Karnataka,Chitradurga,Challakere,Maize,2304
2023-09-15,Karnataka,Chitradurga,Challakere,Maize,2306
2023-09-20,Karnataka,Chitradurga,Challakere,Maize,2279
2023-09-22,Karnataka,Chitradurga,Challakere,Maize,2227
2023-09-26,Karnataka,Chitradurga,Challakere,Maize,2158
2023-09-30,Karnataka,Chitradurga,Challakere,Maize,2183
2024-05-28,Karnataka,Chitradurga,Challakere,Maize,2515
2024-05-31,Karnataka,Chitradurga,Challakere,Maize,2542
2024-06-04,Karnataka,Chitradurga,Challakere,Maize,2529
2024-06-07,Karnataka,Chitradurga,Challakere,Maize,2532
2024-06-11,Karnataka,Chitradurga,Challakere,Maize,2480
2024-06-14,Karnataka,Chitradurga,Challakere,Maize,2536
2024-06-18,Karnataka,Chitradurga,Challakere,Maize,2547
2024-06-21,Karnataka,Chitradurga,Challakere,Maize,2551
2024-06-25,Karnataka,Chitradurga,Challakere,Maize,2584
2024-06-28,Karnataka,Chitradurga,Challakere,Maize,2666
2024-07-02,Karnataka,Chitradurga,Challakere,Maize,2699
2024-07-05,Karnataka,Chitradurga,Challakere,Maize,2701
2024-07-09,Karnataka,Chitradurga,Challakere,Maize,2738
2024-07-12,Karnataka,Chitradurga,Challakere,Maize,2761
2024-07-16,Karnataka,Chitradurga,Challakere,Maize,2783
2024-07-19,Karnataka,Chitradurga,Challakere,Maize,2824
2024-07-23,Karnataka,Chitradurga,Challakere,Maize,2929
2024-07-26,Karnataka,Chitradurga,Challakere,Maize,2628
2024-07-30,Karnataka,Chitradurga,Challakere,Maize,2691
2024-08-06,Karnataka,Chitradurga,Challakere,Maize,2768
2024-08-09,Karnataka,Chitradurga,Challakere,Maize,2709
2024-08-13,Karnataka,Chitradurga,Challakere,Maize,2788
2024-08-16,Karnataka,Chitradurga,Challakere,Maize,2801
2024-08-20,Karnataka,Chitradurga,Challakere,Maize,2855
2024-08-23,Karnataka,Chitradurga,Challakere,Maize,2889
2024-08-27,Karnataka,Chitradurga,Challakere,Maize,2900
2024-08-30,Karnataka,Chitradurga,Challakere,Maize,2860
2024-09-03,Karnataka,Chitradurga,Challakere,Maize,2996
2024-09-06,Karnataka,Chitradurga,Challakere,Maize,3022
2024-09-10,Karnataka,Chitradurga,Challakere,Maize,3005
2024-09-13,Karnataka,Chitradurga,Challakere,Maize,3013
2024-09-20,Karnataka,Chitradurga,Challakere,Maize,2510
2024-09-24,Karnataka,Chitradurga,Challakere,Maize,2364
2024-09-27,Karnataka,Chitradurga,Challakere,Maize,2497
2025-02-18,Karnataka,Chitradurga,Challakere,Maize,2432
2025-02-21,Karnataka,Chitradurga,Challakere,Maize,2437
2025-02-25,Karnataka,Chitradurga,Challakere,Maize,2379
2025-02-28,Karnataka,Chitradurga,Challakere,Maize,2421
2024-06-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2200
2024-07-18,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2400
2024-07-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2000
2024-08-07,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2000
2024-09-10,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2432
2024-09-11,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2100
2024-09-13,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2000
2024-09-18,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2800
2024-09-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2885
2024-09-20,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,1900
2024-09-21,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2500
2024-09-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,1900
2024-09-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2300
2024-09-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2600
2024-09-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2700
2025-03-03,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2300
2025-04-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Maize,2750
2025-02-15,Karnataka,Davanagere,Channagiri,Maize,2300
2025-02-24,Karnataka,Davanagere,Channagiri,Maize,2300
2025-02-27,Karnataka,Davanagere,Channagiri,Maize,2400
2025-02-28,Karnataka,Davanagere,Channagiri,Maize,2150
2025-03-01,Karnataka,Davanagere,Channagiri,Maize,2500
2025-03-03,Karnataka,Davanagere,Channagiri,Maize,2350
2024-05-24,Karnataka,Chikmagalur,Chikkamagalore,Maize,2335
2024-05-29,Karnataka,Chikmagalur,Chikkamagalore,Maize,2380
2024-06-19,Karnataka,Chikmagalur,Chikkamagalore,Maize,2470
2024-06-25,Karnataka,Chikmagalur,Chikkamagalore,Maize,2650
2024-07-30,Karnataka,Chikmagalur,Chikkamagalore,Maize,2900
2024-08-27,Karnataka,Chikmagalur,Chikkamagalore,Maize,2800
2024-09-23,Karnataka,Chikmagalur,Chikkamagalore,Maize,2500
2025-02-15,Karnataka,Chikmagalur,Chikkamagalore,Maize,2364
2025-02-17,Karnataka,Chikmagalur,Chikkamagalore,Maize,2340
2025-02-18,Karnataka,Chikmagalur,Chikkamagalore,Maize,2300
2025-02-19,Karnataka,Chikmagalur,Chikkamagalore,Maize,2346
2025-02-20,Karnataka,Chikmagalur,Chikkamagalore,Maize,2300
2025-02-24,Karnataka,Chikmagalur,Chikkamagalore,Maize,2389
2023-07-26,Karnataka,Kolar,Chintamani,Maize,2050
2023-09-11,Karnataka,Kolar,Chintamani,Maize,2500
2024-05-23,Karnataka,Kolar,Chintamani,Maize,2300
2024-07-04,Karnataka,Kolar,Chintamani,Maize,2300
2024-07-11,Karnataka,Kolar,Chintamani,Maize,1500
2023-05-26,Karnataka,Chitradurga,Chitradurga,Maize,1910
2023-05-29,Karnataka,Chitradurga,Chitradurga,Maize,1916
2023-05-31,Karnataka,Chitradurga,Chitradurga,Maize,1912
2023-06-02,Karnataka,Chitradurga,Chitradurga,Maize,1917
2023-06-05,Karnataka,Chitradurga,Chitradurga,Maize,1919
2023-06-07,Karnataka,Chitradurga,Chitradurga,Maize,1928
2023-06-09,Karnataka,Chitradurga,Chitradurga,Maize,1944
2023-06-12,Karnataka,Chitradurga,Chitradurga,Maize,1927
2023-06-14,Karnataka,Chitradurga,Chitradurga,Maize,1954
2023-06-19,Karnataka,Chitradurga,Chitradurga,Maize,2019
2023-06-21,Karnataka,Chitradurga,Chitradurga,Maize,2073
2023-06-23,Karnataka,Chitradurga,Chitradurga,Maize,2076
2023-06-26,Karnataka,Chitradurga,Chitradurga,Maize,2156
2023-06-28,Karnataka,Chitradurga,Chitradurga,Maize,2159
2023-06-30,Karnataka,Chitradurga,Chitradurga,Maize,2112
2023-07-03,Karnataka,Chitradurga,Chitradurga,Maize,2196
2023-07-05,Karnataka,Chitradurga,Chitradurga,Maize,2223
2023-07-07,Karnataka,Chitradurga,Chitradurga,Maize,2214
2023-07-10,Karnataka,Chitradurga,Chitradurga,Maize,2244
2023-07-12,Karnataka,Chitradurga,Chitradurga,Maize,2236
2023-07-14,Karnataka,Chitradurga,Chitradurga,Maize,2241
2023-07-17,Karnataka,Chitradurga,Chitradurga,Maize,2260
2023-07-18,Karnataka,Chitradurga,Chitradurga,Maize,2260
2023-07-19,Karnataka,Chitradurga,Chitradurga,Maize,2269
2023-07-21,Karnataka,Chitradurga,Chitradurga,Maize,2225
2023-07-24,Karnataka,Chitradurga,Chitradurga,Maize,2255
2023-07-26,Karnataka,Chitradurga,Chitradurga,Maize,1874
2023-07-28,Karnataka,Chitradurga,Chitradurga,Maize,2000
2023-07-31,Karnataka,Chitradurga,Chitradurga,Maize,2276
2023-08-02,Karnataka,Chitradurga,Chitradurga,Maize,2023
2023-08-04,Karnataka,Chitradurga,Chitradurga,Maize,2264
2023-08-07,Karnataka,Chitradurga,Chitradurga,Maize,2279
2023-08-09,Karnataka,Chitradurga,Chitradurga,Maize,2229
2023-08-11,Karnataka,Chitradurga,Chitradurga,Maize,2279
2023-08-14,Karnataka,Chitradurga,Chitradurga,Maize,2266
2023-08-18,Karnataka,Chitradurga,Chitradurga,Maize,2281
2023-08-21,Karnataka,Chitradurga,Chitradurga,Maize,2277
2023-08-23,Karnataka,Chitradurga,Chitradurga,Maize,2223
2023-08-25,Karnataka,Chitradurga,Chitradurga,Maize,2249
2023-08-28,Karnataka,Chitradurga,Chitradurga,Maize,2259
2023-08-30,Karnataka,Chitradurga,Chitradurga,Maize,2252
2023-09-01,Karnataka,Chitradurga,Chitradurga,Maize,2244
2023-09-04,Karnataka,Chitradurga,Chitradurga,Maize,2299
2023-09-06,Karnataka,Chitradurga,Chitradurga,Maize,2303
2023-09-08,Karnataka,Chitradurga,Chitradurga,Maize,2296
2023-09-11,Karnataka,Chitradurga,Chitradurga,Maize,2296
2023-09-13,Karnataka,Chitradurga,Chitradurga,Maize,2341
2023-09-15,Karnataka,Chitradurga,Chitradurga,Maize,2328
2023-09-20,Karnataka,Chitradurga,Chitradurga,Maize,2256
2023-09-25,Karnataka,Chitradurga,Chitradurga,Maize,2205
2023-09-27,Karnataka,Chitradurga,Chitradurga,Maize,2215
2024-05-24,Karnataka,Chitradurga,Chitradurga,Maize,2440
2024-05-27,Karnataka,Chitradurga,Chitradurga,Maize,2468
2024-05-29,Karnataka,Chitradurga,Chitradurga,Maize,2493
2024-05-31,Karnataka,Chitradurga,Chitradurga,Maize,2542
2024-06-03,Karnataka,Chitradurga,Chitradurga,Maize,2502
2024-06-05,Karnataka,Chitradurga,Chitradurga,Maize,2420
2024-06-07,Karnataka,Chitradurga,Chitradurga,Maize,2502
2024-06-10,Karnataka,Chitradurga,Chitradurga,Maize,2436
2024-06-12,Karnataka,Chitradurga,Chitradurga,Maize,2502
2024-06-21,Karnataka,Chitradurga,Chitradurga,Maize,2566
2024-06-24,Karnataka,Chitradurga,Chitradurga,Maize,2594
2024-06-26,Karnataka,Chitradurga,Chitradurga,Maize,2581
2024-07-03,Karnataka,Chitradurga,Chitradurga,Maize,2711
2024-07-05,Karnataka,Chitradurga,Chitradurga,Maize,2739
2024-07-08,Karnataka,Chitradurga,Chitradurga,Maize,2697
2024-07-10,Karnataka,Chitradurga,Chitradurga,Maize,2508
2024-07-15,Karnataka,Chitradurga,Chitradurga,Maize,2817
2024-07-19,Karnataka,Chitradurga,Chitradurga,Maize,2829
2024-07-22,Karnataka,Chitradurga,Chitradurga,Maize,2869
2024-07-24,Karnataka,Chitradurga,Chitradurga,Maize,2773
2024-07-26,Karnataka,Chitradurga,Chitradurga,Maize,2674
2024-07-29,Karnataka,Chitradurga,Chitradurga,Maize,2827
2024-07-31,Karnataka,Chitradurga,Chitradurga,Maize,2616
2024-08-07,Karnataka,Chitradurga,Chitradurga,Maize,2913
2024-08-09,Karnataka,Chitradurga,Chitradurga,Maize,2975
2024-08-12,Karnataka,Chitradurga,Chitradurga,Maize,2866
2024-08-14,Karnataka,Chitradurga,Chitradurga,Maize,2839
2024-08-19,Karnataka,Chitradurga,Chitradurga,Maize,2675
2024-08-21,Karnataka,Chitradurga,Chitradurga,Maize,2786
2024-08-23,Karnataka,Chitradurga,Chitradurga,Maize,2591
2024-08-26,Karnataka,Chitradurga,Chitradurga,Maize,2535
2024-08-28,Karnataka,Chitradurga,Chitradurga,Maize,2939
2024-09-02,Karnataka,Chitradurga,Chitradurga,Maize,2988
2024-09-04,Karnataka,Chitradurga,Chitradurga,Maize,2759
2024-09-09,Karnataka,Chitradurga,Chitradurga,Maize,3054
2024-09-11,Karnataka,Chitradurga,Chitradurga,Maize,2815
2024-09-18,Karnataka,Chitradurga,Chitradurga,Maize,2466
2024-09-20,Karnataka,Chitradurga,Chitradurga,Maize,2652
2024-09-23,Karnataka,Chitradurga,Chitradurga,Maize,2385
2024-09-25,Karnataka,Chitradurga,Chitradurga,Maize,2267
2024-09-27,Karnataka,Chitradurga,Chitradurga,Maize,2260
2024-09-30,Karnataka,Chitradurga,Chitradurga,Maize,2328
2025-02-17,Karnataka,Chitradurga,Chitradurga,Maize,2455
2025-02-19,Karnataka,Chitradurga,Chitradurga,Maize,2429
2025-02-21,Karnataka,Chitradurga,Chitradurga,Maize,2421
2025-02-24,Karnataka,Chitradurga,Chitradurga,Maize,2401
2025-02-28,Karnataka,Chitradurga,Chitradurga,Maize,2406
2025-03-14,Karnataka,Chitradurga,Chitradurga,Maize,2402
2025-03-17,Karnataka,Chitradurga,Chitradurga,Maize,2411
2025-03-19,Karnataka,Chitradurga,Chitradurga,Maize,2355
2025-03-21,Karnataka,Chitradurga,Chitradurga,Maize,2365
2025-03-24,Karnataka,Chitradurga,Chitradurga,Maize,2381
2025-03-26,Karnataka,Chitradurga,Chitradurga,Maize,2351
2025-03-28,Karnataka,Chitradurga,Chitradurga,Maize,2386
2025-04-04,Karnataka,Chitradurga,Chitradurga,Maize,2362
2025-04-07,Karnataka,Chitradurga,Chitradurga,Maize,2356
2025-04-11,Karnataka,Chitradurga,Chitradurga,Maize,2380
2025-04-16,Karnataka,Chitradurga,Chitradurga,Maize,2358
2025-04-23,Karnataka,Chitradurga,Chitradurga,Maize,2352
2025-04-25,Karnataka,Chitradurga,Chitradurga,Maize,2334
2025-04-28,Karnataka,Chitradurga,Chitradurga,Maize,2255
2025-05-02,Karnataka,Chitradurga,Chitradurga,Maize,2372
2025-05-07,Karnataka,Chitradurga,Chitradurga,Maize,2341
2025-05-09,Karnataka,Chitradurga,Chitradurga,Maize,2318
2025-05-12,Karnataka,Chitradurga,Chitradurga,Maize,2323
2025-05-14,Karnataka,Chitradurga,Chitradurga,Maize,2322
2025-05-16,Karnataka,Chitradurga,Chitradurga,Maize,2290
2025-05-19,Karnataka,Chitradurga,Chitradurga,Maize,2329
2025-05-28,Karnataka,Chitradurga,Chitradurga,Maize,2204
2025-05-30,Karnataka,Chitradurga,Chitradurga,Maize,2254
2025-06-02,Karnataka,Chitradurga,Chitradurga,Maize,2295
2025-06-04,Karnataka,Chitradurga,Chitradurga,Maize,2327
2025-06-06,Karnataka,Chitradurga,Chitradurga,Maize,2307
2025-06-09,Karnataka,Chitradurga,Chitradurga,Maize,2333
2025-06-11,Karnataka,Chitradurga,Chitradurga,Maize,2250
2025-06-13,Karnataka,Chitradurga,Chitradurga,Maize,2294
2025-06-16,Karnataka,Chitradurga,Chitradurga,Maize,2261
2025-06-18,Karnataka,Chitradurga,Chitradurga,Maize,2273
2025-06-20,Karnataka,Chitradurga,Chitradurga,Maize,2237
2025-06-23,Karnataka,Chitradurga,Chitradurga,Maize,2363
2025-06-25,Karnataka,Chitradurga,Chitradurga,Maize,2298
2025-06-27,Karnataka,Chitradurga,Chitradurga,Maize,2287
2025-06-30,Karnataka,Chitradurga,Chitradurga,Maize,2316
2025-07-02,Karnataka,Chitradurga,Chitradurga,Maize,2343
2025-07-04,Karnataka,Chitradurga,Chitradurga,Maize,2381
2025-07-07,Karnataka,Chitradurga,Chitradurga,Maize,2367
2025-07-09,Karnataka,Chitradurga,Chitradurga,Maize,2402
2025-07-14,Karnataka,Chitradurga,Chitradurga,Maize,2438
2025-07-16,Karnataka,Chitradurga,Chitradurga,Maize,2566
2025-07-21,Karnataka,Chitradurga,Chitradurga,Maize,2500
2025-07-23,Karnataka,Chitradurga,Chitradurga,Maize,2467
2025-07-25,Karnataka,Chitradurga,Chitradurga,Maize,2475
2025-08-01,Karnataka,Chitradurga,Chitradurga,Maize,2388
2025-08-04,Karnataka,Chitradurga,Chitradurga,Maize,2433
2025-08-06,Karnataka,Chitradurga,Chitradurga,Maize,2511
2025-08-13,Karnataka,Chitradurga,Chitradurga,Maize,2308
2025-08-18,Karnataka,Chitradurga,Chitradurga,Maize,2417
2025-08-22,Karnataka,Chitradurga,Chitradurga,Maize,2269
2025-08-25,Karnataka,Chitradurga,Chitradurga,Maize,2277
2025-09-01,Karnataka,Chitradurga,Chitradurga,Maize,2080
2025-09-08,Karnataka,Chitradurga,Chitradurga,Maize,2135
2025-09-10,Karnataka,Chitradurga,Chitradurga,Maize,2181
2025-09-19,Karnataka,Chitradurga,Chitradurga,Maize,2020
2025-09-22,Karnataka,Chitradurga,Chitradurga,Maize,2065
2025-09-24,Karnataka,Chitradurga,Chitradurga,Maize,2072
2025-09-29,Karnataka,Chitradurga,Chitradurga,Maize,1984
2023-05-25,Karnataka,Davanagere,Davangere,Maize,1943
2023-05-26,Karnataka,Davanagere,Davangere,Maize,1969
2023-05-29,Karnataka,Davanagere,Davangere,Maize,1939
2023-05-30,Karnataka,Davanagere,Davangere,Maize,1896
2023-05-31,Karnataka,Davanagere,Davangere,Maize,1925
2023-06-01,Karnataka,Davanagere,Davangere,Maize,1949
2023-06-02,Karnataka,Davanagere,Davangere,Maize,1724
2023-06-03,Karnataka,Davanagere,Davangere,Maize,1918
2023-06-05,Karnataka,Davanagere,Davangere,Maize,1937
2023-06-06,Karnataka,Davanagere,Davangere,Maize,1852
2023-06-07,Karnataka,Davanagere,Davangere,Maize,1925
2023-06-08,Karnataka,Davanagere,Davangere,Maize,1974
2023-06-09,Karnataka,Davanagere,Davangere,Maize,1967
2023-06-12,Karnataka,Davanagere,Davangere,Maize,1912
2023-06-13,Karnataka,Davanagere,Davangere,Maize,1875
2023-06-14,Karnataka,Davanagere,Davangere,Maize,1977
2023-06-15,Karnataka,Davanagere,Davangere,Maize,1861
2023-06-16,Karnataka,Davanagere,Davangere,Maize,1992
2023-06-17,Karnataka,Davanagere,Davangere,Maize,1992
2023-06-19,Karnataka,Davanagere,Davangere,Maize,2067
2023-06-20,Karnataka,Davanagere,Davangere,Maize,2019
2023-06-21,Karnataka,Davanagere,Davangere,Maize,1862
2023-06-22,Karnataka,Davanagere,Davangere,Maize,2129
2023-06-27,Karnataka,Davanagere,Davangere,Maize,2142
2023-07-04,Karnataka,Davanagere,Davangere,Maize,2155
2023-07-07,Karnataka,Davanagere,Davangere,Maize,2146
2023-07-10,Karnataka,Davanagere,Davangere,Maize,2233
2023-07-12,Karnataka,Davanagere,Davangere,Maize,2306
2023-07-13,Karnataka,Davanagere,Davangere,Maize,2065
2023-07-14,Karnataka,Davanagere,Davangere,Maize,2096
2023-07-20,Karnataka,Davanagere,Davangere,Maize,2255
2023-07-31,Karnataka,Davanagere,Davangere,Maize,1834
2023-08-03,Karnataka,Davanagere,Davangere,Maize,2237
2023-08-07,Karnataka,Davanagere,Davangere,Maize,2050
2023-08-17,Karnataka,Davanagere,Davangere,Maize,2102
2023-08-22,Karnataka,Davanagere,Davangere,Maize,2152
2023-08-23,Karnataka,Davanagere,Davangere,Maize,2276
2023-08-28,Karnataka,Davanagere,Davangere,Maize,2290
2023-09-02,Karnataka,Davanagere,Davangere,Maize,2222
2023-09-04,Karnataka,Davanagere,Davangere,Maize,2275
2023-09-12,Karnataka,Davanagere,Davangere,Maize,2214
2023-09-13,Karnataka,Davanagere,Davangere,Maize,2250
2023-09-15,Karnataka,Davanagere,Davangere,Maize,2068
2023-09-16,Karnataka,Davanagere,Davangere,Maize,2161
2023-09-19,Karnataka,Davanagere,Davangere,Maize,2020
2023-09-20,Karnataka,Davanagere,Davangere,Maize,2069
2023-09-21,Karnataka,Davanagere,Davangere,Maize,1959
2023-09-22,Karnataka,Davanagere,Davangere,Maize,2114
2023-09-25,Karnataka,Davanagere,Davangere,Maize,1855
2023-09-26,Karnataka,Davanagere,Davangere,Maize,1941
2023-09-27,Karnataka,Davanagere,Davangere,Maize,1958
2024-05-23,Karnataka,Davanagere,Davangere,Maize,2365
2024-05-24,Karnataka,Davanagere,Davangere,Maize,2433
2024-05-27,Karnataka,Davanagere,Davangere,Maize,2286
